cord1 cord2 cord3 cord4 cord5 cord6 cord7 cord8 cord9 cord10 cord11 cord12 cord13 cord14 age edu alive middle poor work
971 2 1 1 NA NA NA NA NA NA NA NA NA NA NA 42 3 3 1 0 0
972 2 2 1 NA NA NA NA NA NA NA NA NA NA NA 47 0 3 1 0 1
973 2 1 NA NA NA NA NA NA NA NA NA NA NA NA 22 0 2 0 1 1
974 1 2 NA NA NA NA NA NA NA NA NA NA NA NA 31 0 2 0 1 1
975 1 1 NA NA NA NA NA NA NA NA NA NA NA NA 28 0 2 0 1 1
976 1 2 1 2 NA NA NA NA NA NA NA NA NA NA 22 0 4 0 1 1
977 2 2 NA NA NA NA NA NA NA NA NA NA NA NA 21 0 2 1 0 1
978 1 1 2 NA NA NA NA NA NA NA NA NA NA NA 34 0 3 1 0 1
979 2 1 NA NA NA NA NA NA NA NA NA NA NA NA 24 10 2 1 0 1
980 2 1 NA NA NA NA NA NA NA NA NA NA NA NA 25 0 2 0 1 1
981 1 1 1 NA NA NA NA NA NA NA NA NA NA NA 42 0 3 1 0 1
982 2 1 2 1 NA NA NA NA NA NA NA NA NA NA 29 0 4 1 0 0
983 2 1 2 1 NA NA NA NA NA NA NA NA NA NA 31 0 4 0 1 1
984 2 1 1 NA NA NA NA NA NA NA NA NA NA NA 27 0 3 0 1 1
985 1 1 1 NA NA NA NA NA NA NA NA NA NA NA 26 0 3 0 1 1
986 1 1 1 2 NA NA NA NA NA NA NA NA NA NA 37 0 4 0 1 1
987 2 2 2 1 1 2 NA NA NA NA NA NA NA NA 28 0 6 1 0 1
988 1 1 2 1 NA NA NA NA NA NA NA NA NA NA 37 0 4 1 0 1
989 1 1 2 NA NA NA NA NA NA NA NA NA NA NA 39 7 3 1 0 1
990 2 NA NA NA NA NA NA NA NA NA NA NA NA NA 19 12 1 1 0 0
991 1 1 2 1 NA NA NA NA NA NA NA NA NA NA 33 0 4 0 1 1
992 1 2 2 1 NA NA NA NA NA NA NA NA NA NA 33 0 4 1 0 1
993 1 1 1 1 NA NA NA NA NA NA NA NA NA NA 48 0 4 0 1 0
994 1 1 2 2 NA NA NA NA NA NA NA NA NA NA 33 0 4 1 0 1
995 1 1 2 2 1 NA NA NA NA NA NA NA NA NA 39 0 5 1 0 1
996 2 2 2 1 2 2 NA NA NA NA NA NA NA NA 35 0 6 1 0 1
997 2 2 2 1 1 NA NA NA NA NA NA NA NA NA 30 0 5 0 1 1
998 1 1 1 1 NA NA NA NA NA NA NA NA NA NA 32 0 4 1 0 1
999 2 NA NA NA NA NA NA NA NA NA NA NA NA NA 28 0 1 1 0 1
1000 1 2 2 2 1 2 NA NA NA NA NA NA NA NA 39 0 6 1 0 1
